loan_id,customer_id,product_type,segment,province,origination_date,principal_vnd,interest_rate_pct,term_months,outstanding_vnd,days_past_due,status
LN00791,CU00025,consumer_durable,salaried,Can Tho,2026-03-27,14000000,23.2,24,13233810,0,current
LN00792,CU00230,personal_loan,salaried,Hanoi,2025-07-22,77000000,29.9,6,15651926,0,current
LN00793,CU00343,personal_loan,salaried,Dong Nai,2024-08-19,105000000,30.1,36,62621690,0,current
LN00794,CU00378,motorbike_loan,salaried,Can Tho,2024-06-27,34000000,20.3,6,9913131,0,current
LN00795,CU00490,salary_advance,self_employed,Binh Duong,2026-02-22,13000000,16.6,12,10542220,0,current
LN00796,CU00493,consumer_durable,salaried,HCMC,2025-07-30,15000000,17.3,24,10368478,0,current
LN00797,CU00550,consumer_durable,self_employed,Hanoi,2025-06-04,12000000,21.5,24,7107006,0,current
LN00798,CU00003,consumer_durable,self_employed,Hanoi,2025-03-06,29000000,28.6,12,3444117,0,current
LN00799,CU00432,personal_loan,salaried,Binh Duong,2025-01-11,54000000,20.5,12,15234538,71,overdue
LN00800,CU00056,personal_loan,salaried,Binh Duong,2025-12-21,50000000,20.8,6,13397957,0,current
